ID#,Name,Country,Money Spent,Favourite Song,Favourite Item,Favourite Food,Worst Song,Worst Item,Worst Food
184,Margaret Cruz,Czech Republic,740,Boisterous Throwback,Flag,Murgh-Pulao,Time For Endless Adventures,Baja,Passion-Fruit
41,Nieve Mcneil,Portugal,741,Tum Jeeto Ya Haro,View,Murgh-Pulao,The Time Has Come Again For Disco,Shirts,Shirako
452,Brayden Fuller,Kazakhstan,752,Boisterous Throwback,Shirts,Shirako,Stay,Face Painting,Shirako
537,Emre Elliott,Ecuador,753,The Time Has Come Again For Disco,Face Painting,Fish,The Time Has Come Again For Disco,Seats,Shirako
106,Niamh Riley,Iran,755,All In World,Flag,Biryani,Time For Endless Adventures,Face Painting,Shirako
199,Malachy Ballard,Andorra,758,Kala Jora,Shirts,HotDog,All In World,Flag,Murgh-Pulao
607,Ridwan Paul,Kyrgyzstan,766,The Time Has Come Again For Disco,Face Painting,Murgh-Pulao,Boisterous Throwback,Shirts,Passion-Fruit
510,Lulu Hood,Bahamas,780,Tum Jeeto Ya Haro,Shirts,Shirako,Boisterous Throwback,Foam-Hand,Fried-Silk-Worm
701,Abbie Cochran,Thailand,782,Stay,View,Biryani,Stay,Seats,Biryani
310,Paul O'Moore,Zambia,783,Boisterous Throwback,Baja,Fried-Silk-Worm,Kala Jora,Shirts,Shirako
633,Qasim Mckee,Belize,786,The Time Has Come Again For Disco,Seats,HotDog,Time For Endless Adventures,Baja,Passion-Fruit
11,Margaret Adams,Sweden,788,Stay,Foam-Hand,HotDog,All In World,Shirts,Biryani
365,Lilly-Rose Webster,Bangladesh,790,Time For Endless Adventures,Shirts,Kofta-Kabab,Time For Endless Adventures,Baja,Fried-Silk-Worm
477,Kenneth Robertson,Myanmar,798,All In World,Foam-Hand,Fish,Tum Jeeto Ya Haro,Flag,HotDog
380,Zachery Pearce,United States,805,Stay,Seats,Fried-Silk-Worm,The Time Has Come Again For Disco,Face Painting,Dragon-Fruit
34,Jack Cruz,Fiji,810,Tum Jeeto Ya Haro,Flag,HotDog,Stay,Seats,Fish
514,Aleksander Santos,East Timor,832,All In World,Shirts,Biryani,Kala Jora,Foam-Hand,Murgh-Pulao
474,Gladys Beard,Mozambique,841,Tum Jeeto Ya Haro,Flag,Fried-Silk-Worm,The Time Has Come Again For Disco,Face Painting,Biryani
309,Humaira Little,Australia,845,Tum Jeeto Ya Haro,Baja,Fried-Silk-Worm,Time For Endless Adventures,Baja,Passion-Fruit
713,Karol Bender,Turkey,846,Tum Jeeto Ya Haro,Baja,Biryani,All In World,Foam-Hand,Murgh-Pulao
707,Soraya Mays,Ethiopia,850,All In World,Shirts,Shirako,Kala Jora,Seats,Fish
221,Ayrton Bernard,South Sudan,859,All In World,Baja,Biryani,Tum Jeeto Ya Haro,Baja,Shirako
226,Kaitlin Lowe,Taiwan,863,Stay,Shirts,Fried-Silk-Worm,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm
412,John Watson,Malta,894,Stay,Baja,Fried-Silk-Worm,Stay,Baja,HotDog
43,Jasmine Colon,Samoa,900,Tum Jeeto Ya Haro,Shirts,Dragon-Fruit,Kala Jora,View,HotDog
508,Marco Page,Ireland {Republic},902,Boisterous Throwback,View,Murgh-Pulao,Stay,Baja,Shirako
174,Isobella Paul,Austria,904,Stay,Seats,HotDog,Stay,View,HotDog
359,Holly Powers,Congo,907,All In World,Foam-Hand,Kofta-Kabab,Stay,View,Murgh-Pulao
504,Elodie Kim,Tanzania,920,Time For Endless Adventures,View,HotDog,Stay,Shirts,Biryani
228,Shreya Collins,Somalia,934,Stay,Foam-Hand,HotDog,All In World,Baja,Murgh-Pulao
280,Kyran Blackwell,Liberia,941,Kala Jora,Face Painting,Murgh-Pulao,Stay,Seats,Dragon-Fruit
37,Dewey Soto,El Salvador,942,Tum Jeeto Ya Haro,Foam-Hand,Fish,The Time Has Come Again For Disco,Face Painting,Dragon-Fruit
636,Harold Lucero,Sierra Leone,945,Boisterous Throwback,Baja,HotDog,Boisterous Throwback,Face Painting,Shirako
240,Lewis Todd,Italy,948,The Time Has Come Again For Disco,Shirts,Kofta-Kabab,All In World,Seats,Dragon-Fruit
654,Miranda Glover,Australia,954,Stay,Flag,Fried-Silk-Worm,All In World,Baja,HotDog
239,Jordanne Cordova,Andorra,964,The Time Has Come Again For Disco,View,Fish,Kala Jora,Seats,Fried-Silk-Worm
454,Macy Bean,Rwanda,971,The Time Has Come Again For Disco,View,Kofta-Kabab,All In World,Flag,HotDog
736,Carmen Warner,Mauritania,974,Time For Endless Adventures,Foam-Hand,HotDog,Kala Jora,Face Painting,Fried-Silk-Worm
99,Kurt Espinoza,Nauru,998,Boisterous Throwback,Shirts,HotDog,All In World,Seats,Biryani
409,Sahil Tucker,Togo,1006,Kala Jora,Shirts,Fish,Tum Jeeto Ya Haro,Shirts,Passion-Fruit
710,Ajay Mills,Turkmenistan,1008,All In World,Seats,Biryani,Tum Jeeto Ya Haro,View,Fish
377,Rose Mercado,Lebanon,1012,All In World,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,Baja,Shirako
271,Alison Maxwell,Philippines,1040,Boisterous Throwback,Shirts,Murgh-Pulao,The Time Has Come Again For Disco,Flag,Fried-Silk-Worm
576,Esther Sharp,St Lucia,1049,Time For Endless Adventures,Flag,Biryani,Time For Endless Adventures,Flag,Fried-Silk-Worm
692,Ezekiel Daniels,Bhutan,1053,All In World,View,Kofta-Kabab,Stay,Flag,Kofta-Kabab
426,Alivia Kramer,Sweden,1055,Boisterous Throwback,Shirts,Shirako,Boisterous Throwback,Face Painting,Kofta-Kabab
42,Norma Moon,Pakistan,1066,Stay,View,Biryani,Kala Jora,Face Painting,Shirako
161,Ellie Kerr,Madagascar,1067,Kala Jora,Face Painting,Fish,All In World,Foam-Hand,Fish
95,Lyra Rios,Ivory Coast,1076,Boisterous Throwback,Foam-Hand,Murgh-Pulao,All In World,Shirts,Fish
593,Armaan Shah,United States,1079,Stay,Seats,HotDog,Tum Jeeto Ya Haro,View,HotDog
533,Nikodem Connor,Guinea-Bissau,1081,Kala Jora,Face Painting,Biryani,Stay,Seats,Fish
21,Saul Vargas,Oman,1087,Time For Endless Adventures,Baja,Fish,Boisterous Throwback,Face Painting,Biryani
748,Valentina Simon,Botswana,1094,Boisterous Throwback,Flag,Biryani,The Time Has Come Again For Disco,Seats,Shirako
661,Linda Sanchez,Kazakhstan,1101,Kala Jora,Flag,HotDog,Time For Endless Adventures,Baja,Biryani
73,Euan Hahn,Monaco,1107,Stay,Flag,Fish,Stay,Baja,Fried-Silk-Worm
349,Mohamed King,Bahrain,1138,Stay,Baja,Fried-Silk-Worm,Boisterous Throwback,Baja,Biryani
439,Melody Barrera,Belize,1170,Stay,Foam-Hand,Shirako,The Time Has Come Again For Disco,Flag,Dragon-Fruit
470,Cara Armstrong,Togo,1188,The Time Has Come Again For Disco,Seats,Kofta-Kabab,Kala Jora,Face Painting,Kofta-Kabab
551,Miguel Bush,Turkmenistan,1191,The Time Has Come Again For Disco,Face Painting,Shirako,Tum Jeeto Ya Haro,Baja,Murgh-Pulao
472,Leona Schneider,Zimbabwe,1195,Boisterous Throwback,Foam-Hand,Murgh-Pulao,Stay,Face Painting,Passion-Fruit
742,Julie Hanna,Palau,1197,Tum Jeeto Ya Haro,Baja,Shirako,All In World,Seats,Shirako
501,Rebecca Howard,Antigua & Deps,1199,All In World,View,HotDog,The Time Has Come Again For Disco,Seats,Passion-Fruit
379,Anoushka Santiago,Korea South,1200,Time For Endless Adventures,View,Fried-Silk-Worm,The Time Has Come Again For Disco,Seats,Fried-Silk-Worm
540,Aurora Cantu,Trinidad & Tobago,1205,Stay,Baja,HotDog,The Time Has Come Again For Disco,Shirts,Fish
683,Aayan Sampson,Angola,1206,Kala Jora,Foam-Hand,Dragon-Fruit,Stay,Flag,Fried-Silk-Worm
294,Bruno Kerr,Cuba,1213,Stay,Seats,HotDog,The Time Has Come Again For Disco,Flag,Murgh-Pulao
619,Ismael Dejesus,Samoa,1215,All In World,View,Fish,Boisterous Throwback,Foam-Hand,HotDog
448,Alexa Ibarra,Equatorial Guinea,1229,Tum Jeeto Ya Haro,Flag,Shirako,Kala Jora,Shirts,Biryani
332,Cyrus Osborn,Antigua & Deps,1238,All In World,Shirts,Fried-Silk-Worm,Kala Jora,Shirts,Biryani
424,Fraser Hernandez,Palestine,1242,Time For Endless Adventures,View,HotDog,Boisterous Throwback,Face Painting,Passion-Fruit
112,Isabella French,Uganda,1245,The Time Has Come Again For Disco,Baja,Shirako,Boisterous Throwback,Face Painting,Shirako
693,Md Marsh,Guatemala,1252,The Time Has Come Again For Disco,Seats,Murgh-Pulao,All In World,Shirts,Biryani
133,Alexandre Macdonald,Egypt,1283,Time For Endless Adventures,Foam-Hand,Dragon-Fruit,Kala Jora,Foam-Hand,Biryani
519,Autumn Horn,Bahrain,1285,The Time Has Come Again For Disco,Foam-Hand,Passion-Fruit,Kala Jora,Face Painting,HotDog
288,Bill Valentine,Malta,1289,The Time Has Come Again For Disco,Face Painting,Biryani,Tum Jeeto Ya Haro,View,HotDog
306,Sian Ballard,Palau,1291,All In World,Foam-Hand,Fish,Tum Jeeto Ya Haro,Foam-Hand,Kofta-Kabab
96,Sana Poole,Netherlands,1299,All In World,Flag,Murgh-Pulao,Time For Endless Adventures,Seats,Kofta-Kabab
259,Aysha Cantrell,Ethiopia,1308,Boisterous Throwback,Shirts,Fish,Stay,Foam-Hand,Murgh-Pulao
91,Sean Leonard,Dominica,1310,The Time Has Come Again For Disco,Baja,HotDog,Time For Endless Adventures,Baja,Kofta-Kabab
320,Theodore Sanders,Djibouti,1315,All In World,Seats,Dragon-Fruit,Stay,Shirts,Fish
308,Daniela Tanner,Mali,1332,Kala Jora,View,Passion-Fruit,Time For Endless Adventures,Flag,Shirako
681,Maximus Day,Netherlands,1333,All In World,Foam-Hand,Fried-Silk-Worm,Stay,Foam-Hand,Biryani
348,Jada Sanchez,Lebanon,1337,Kala Jora,Shirts,Passion-Fruit,Time For Endless Adventures,Foam-Hand,Shirako
103,Cade Crane,Serbia,1340,Boisterous Throwback,Face Painting,Murgh-Pulao,Tum Jeeto Ya Haro,Shirts,Biryani
278,Travis Contreras,Kuwait,1342,Boisterous Throwback,Shirts,Passion-Fruit,The Time Has Come Again For Disco,Foam-Hand,Passion-Fruit
603,Noor-ul-huda,Zimbabwe,1345,Time For Endless Adventures,View,Shirako,The Time Has Come Again For Disco,Foam-Hand,Biryani
150,Priya Terrell,Micronesia,1346,Stay,Seats,Murgh-Pulao,Boisterous Throwback,Seats,HotDog
658,Isabelle Black,Korea North,1356,Boisterous Throwback,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,Seats,Fish
127,Mia Hudson,Ivory Coast,1357,Kala Jora,Flag,Fried-Silk-Worm,All In World,Face Painting,Shirako
579,Aidan Bradford,Djibouti,1361,Tum Jeeto Ya Haro,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,Shirts,Biryani
728,Ashton Mckay,Chad,1374,Stay,Baja,Kofta-Kabab,The Time Has Come Again For Disco,Foam-Hand,Biryani
663,Dillan Jordan,Mongolia,1378,All In World,Seats,Murgh-Pulao,All In World,Foam-Hand,Dragon-Fruit
667,Mikey Meza,Bahamas,1389,All In World,Seats,Murgh-Pulao,Tum Jeeto Ya Haro,Flag,HotDog
63,Zack Orr,Azerbaijan,1391,Tum Jeeto Ya Haro,Shirts,Passion-Fruit,Kala Jora,Flag,Fish
601,Osama Anees,Belarus,1392,All In World,Baja,HotDog,Tum Jeeto Ya Haro,Shirts,Fried-Silk-Worm
312,Ali Dickerson,Mauritius,1398,Time For Endless Adventures,Face Painting,Fish,Time For Endless Adventures,Seats,Fish
354,Amelie Cotton,Barbados,1407,Kala Jora,Baja,Dragon-Fruit,Time For Endless Adventures,Foam-Hand,HotDog
318,Sean Blankenship,Vatican City,1422,Boisterous Throwback,Seats,Passion-Fruit,Boisterous Throwback,Baja,Passion-Fruit
235,Phoebe Hines,Netherlands,1426,Tum Jeeto Ya Haro,Face Painting,HotDog,Boisterous Throwback,Face Painting,Shirako
385,Ffion Murphy,Chile,1430,Time For Endless Adventures,Flag,Murgh-Pulao,Time For Endless Adventures,Flag,HotDog
664,Faith Reid,South Africa,1436,Kala Jora,Shirts,Dragon-Fruit,Tum Jeeto Ya Haro,Flag,Fish
729,Ruth Lynch,Cameroon,1438,Boisterous Throwback,Foam-Hand,Murgh-Pulao,Tum Jeeto Ya Haro,Foam-Hand,Fried-Silk-Worm
386,Princess Daugherty,Niger,1451,Stay,Seats,HotDog,Tum Jeeto Ya Haro,View,Biryani
153,Samantha Blake,Belgium,1456,Kala Jora,View,Biryani,Time For Endless Adventures,Face Painting,Kofta-Kabab
523,Shakira Oneill,Thailand,1457,The Time Has Come Again For Disco,Foam-Hand,Biryani,Stay,Flag,Dragon-Fruit
247,Abbas Fernandez,Senegal,1460,The Time Has Come Again For Disco,View,Kofta-Kabab,Time For Endless Adventures,Shirts,Biryani
709,Macie Wilkins,Gambia,1466,Time For Endless Adventures,View,Passion-Fruit,Tum Jeeto Ya Haro,Shirts,Dragon-Fruit
421,Rayhan Jenkins,Jordan,1467,Kala Jora,Flag,Fried-Silk-Worm,Kala Jora,Baja,Dragon-Fruit
480,Poppy Meyer,Ireland {Republic},1469,Time For Endless Adventures,Shirts,Biryani,Kala Jora,Seats,Dragon-Fruit
135,Joanne Dyer,Cyprus,1499,Tum Jeeto Ya Haro,Baja,Passion-Fruit,Tum Jeeto Ya Haro,View,Dragon-Fruit
289,Rowan Reynolds,Barbados,1509,All In World,View,Fried-Silk-Worm,All In World,Flag,Fish
79,Emma Michael,Kyrgyzstan,1511,Boisterous Throwback,Flag,Fish,All In World,Face Painting,Passion-Fruit
109,Frazer Oneill,Ukraine,1518,Stay,Seats,Kofta-Kabab,Tum Jeeto Ya Haro,Face Painting,Murgh-Pulao
586,Shelby Garner,St Lucia,1520,The Time Has Come Again For Disco,Foam-Hand,Passion-Fruit,Boisterous Throwback,Shirts,Biryani
101,Madeline Duran,Montenegro,1526,Boisterous Throwback,View,Shirako,The Time Has Come Again For Disco,Foam-Hand,Shirako
688,Ibrahim Reese,Vatican City,1534,All In World,Shirts,Biryani,The Time Has Come Again For Disco,Foam-Hand,Dragon-Fruit
612,Milton Raymond,China,1535,Tum Jeeto Ya Haro,Shirts,Passion-Fruit,All In World,Baja,Passion-Fruit
489,Lilly-Rose Gallagher,Angola,1536,Time For Endless Adventures,Face Painting,HotDog,Stay,View,Dragon-Fruit
234,Catherine O'Gallagher,Namibia,1547,The Time Has Come Again For Disco,Flag,Murgh-Pulao,Kala Jora,Face Painting,Dragon-Fruit
279,Pearl Nguyen,Afghanistan,1555,The Time Has Come Again For Disco,Flag,Dragon-Fruit,Tum Jeeto Ya Haro,Seats,Fried-Silk-Worm
143,Riley Townsend,Denmark,1557,The Time Has Come Again For Disco,Flag,Murgh-Pulao,Kala Jora,Baja,Dragon-Fruit
490,Youssef Swanson,Togo,1561,Boisterous Throwback,Foam-Hand,Passion-Fruit,Time For Endless Adventures,Seats,Murgh-Pulao
105,Lochlan Santos,United Arab Emirates,1569,Time For Endless Adventures,Shirts,Dragon-Fruit,Tum Jeeto Ya Haro,Foam-Hand,Shirako
716,Salman Cruz,Central African Rep,1574,All In World,Shirts,Kofta-Kabab,Kala Jora,Shirts,Murgh-Pulao
129,Guy Garrison,Vietnam,1582,All In World,Flag,Shirako,The Time Has Come Again For Disco,Face Painting,Fried-Silk-Worm
179,Beth Whitehead,Nigeria,1588,Boisterous Throwback,Shirts,Kofta-Kabab,Stay,Face Painting,Dragon-Fruit
140,Raphael Garcia,Thailand,1591,Boisterous Throwback,Foam-Hand,Shirako,Time For Endless Adventures,Seats,Dragon-Fruit
249,Helen Gaines,Malawi,1595,Time For Endless Adventures,Face Painting,Dragon-Fruit,The Time Has Come Again For Disco,Face Painting,Murgh-Pulao
262,Cormac Medina,Seychelles,1597,Tum Jeeto Ya Haro,Seats,Shirako,Tum Jeeto Ya Haro,Seats,Dragon-Fruit
731,Maizie Barron,Ukraine,1602,Kala Jora,Seats,Passion-Fruit,Tum Jeeto Ya Haro,View,HotDog
