ID#,Name,Country,Money Spent,Favourite Song,Favourite Item,Favourite Food,Worst Song,Worst Item,Worst Food
994,Eleni Mack,Kenya,110,Tum Jeeto Ya Haro,Foam-Hand,Biryani,Boisterous Throwback,Face Painting,Murgh-Pulao
1340,Hasnain Rodgers,Belgium,114,Tum Jeeto Ya Haro,Flag,Dragon-Fruit,Boisterous Throwback,Shirts,Fish
1204,Aneesa Reese,Albania,115,The Time Has Come Again For Disco,Face Painting,Kofta-Kabab,Stay,Flag,HotDog
1322,Lily Miller,Cameroon,116,Time For Endless Adventures,Face Painting,Passion-Fruit,Boisterous Throwback,Seats,Biryani
222,Jonas Arnold,Suriname,117,Kala Jora,Baja,Fried-Silk-Worm,Tum Jeeto Ya Haro,Face Painting,Biryani
666,Jayden Livingston,Honduras,119,Time For Endless Adventures,Foam-Hand,Fish,Time For Endless Adventures,Baja,Murgh-Pulao
601,Jaxon Arnold,Korea South,121,All In World,Flag,Fish,Time For Endless Adventures,Baja,Fish
1465,Heath Barker,Iceland,122,Stay,Seats,Passion-Fruit,The Time Has Come Again For Disco,Shirts,Fish
1392,Ayah Mccall,Guinea-Bissau,124,The Time Has Come Again For Disco,Baja,Passion-Fruit,The Time Has Come Again For Disco,Flag,Murgh-Pulao
1171,Roger Ross,Myanmar,125,Kala Jora,Flag,HotDog,Tum Jeeto Ya Haro,Face Painting,Dragon-Fruit
1387,Austin Juarez,Mozambique,126,Tum Jeeto Ya Haro,Foam-Hand,Shirako,Stay,Seats,Dragon-Fruit
1208,Nancy Mccormick,Lebanon,127,Time For Endless Adventures,Shirts,Murgh-Pulao,Tum Jeeto Ya Haro,View,Shirako
590,Alexa Castaneda,United States,128,Tum Jeeto Ya Haro,Flag,HotDog,Time For Endless Adventures,Foam-Hand,Fish
1391,Denis Wyatt,Maldives,129,All In World,View,Kofta-Kabab,Tum Jeeto Ya Haro,Flag,Fish
179,Livia Barnes,Haiti,134,Time For Endless Adventures,Seats,Fried-Silk-Worm,Tum Jeeto Ya Haro,Baja,Dragon-Fruit
101,Demi-Leigh Young,Cameroon,136,All In World,View,Dragon-Fruit,All In World,Baja,Kofta-Kabab
1195,Ayah O'Gallagher,Tajikistan,138,Tum Jeeto Ya Haro,Flag,Passion-Fruit,The Time Has Come Again For Disco,Foam-Hand,Biryani
1341,Elise Floyd,Mexico,139,Stay,Shirts,Dragon-Fruit,Boisterous Throwback,View,Biryani
717,Aditya Knapp,Hungary,140,All In World,Seats,Passion-Fruit,Boisterous Throwback,Foam-Hand,Kofta-Kabab
866,Lola Patterson,Belarus,141,The Time Has Come Again For Disco,Baja,Murgh-Pulao,Boisterous Throwback,Baja,Dragon-Fruit
631,Matthew Richards,San Marino,142,Time For Endless Adventures,Shirts,Passion-Fruit,Boisterous Throwback,Shirts,Shirako
743,Aliza Doherty,Myanmar,143,All In World,Shirts,Passion-Fruit,Stay,Seats,Fried-Silk-Worm
1448,Mackenzie Grimes,Antigua & Deps,144,The Time Has Come Again For Disco,Shirts,Fish,The Time Has Come Again For Disco,View,Fried-Silk-Worm
1427,Sebastien Gilmore,Azerbaijan,145,Time For Endless Adventures,Foam-Hand,Kofta-Kabab,Stay,Flag,HotDog
1314,Melanie Daniel,Senegal,147,Stay,Seats,Fried-Silk-Worm,The Time Has Come Again For Disco,Baja,Biryani
489,Fatimah Stuart,Korea North,148,Boisterous Throwback,Foam-Hand,Kofta-Kabab,Time For Endless Adventures,Face Painting,HotDog
1423,Alyssa Sharp,Slovakia,150,Time For Endless Adventures,View,Biryani,Tum Jeeto Ya Haro,View,Murgh-Pulao
254,Damien Meyer,Canada,151,All In World,Shirts,Kofta-Kabab,Time For Endless Adventures,Baja,Biryani
7,Delores Everett,Micronesia,152,Tum Jeeto Ya Haro,Flag,Passion-Fruit,Stay,Shirts,Kofta-Kabab
884,Luther Wheeler,Tunisia,153,The Time Has Come Again For Disco,Flag,Murgh-Pulao,All In World,Foam-Hand,Passion-Fruit
815,Mark Singleton,Bulgaria,154,Time For Endless Adventures,Seats,Kofta-Kabab,Time For Endless Adventures,Baja,Shirako
816,Marie Webster,Korea North,155,Boisterous Throwback,Baja,Dragon-Fruit,Kala Jora,Seats,Dragon-Fruit
1105,Cyrus Mcclain,Portugal,156,Kala Jora,Seats,Fried-Silk-Worm,All In World,Shirts,Dragon-Fruit
1305,Callie Schaefer,Sao Tome & Principe,157,Kala Jora,Face Painting,Shirako,Tum Jeeto Ya Haro,Face Painting,Shirako
544,Joshua Contreras,Niger,158,Time For Endless Adventures,Shirts,HotDog,Kala Jora,Shirts,Biryani
1410,Nora Farrell,Dominica,159,Tum Jeeto Ya Haro,Flag,HotDog,Stay,Seats,HotDog
1107,Aqsa Harper,France,162,Kala Jora,Baja,Passion-Fruit,Stay,Face Painting,Biryani
421,Faye Jefferson,Nepal,163,All In World,Flag,Dragon-Fruit,Kala Jora,Foam-Hand,Murgh-Pulao
444,Mohammad Gill,Guinea-Bissau,165,Stay,Face Painting,Fried-Silk-Worm,Tum Jeeto Ya Haro,Baja,Fish
830,Franciszek Rogers,Slovenia,166,Tum Jeeto Ya Haro,Shirts,Passion-Fruit,Tum Jeeto Ya Haro,Seats,Fried-Silk-Worm
885,Bertie Davis,Cape Verde,168,Time For Endless Adventures,Foam-Hand,Passion-Fruit,All In World,Seats,Biryani
1192,Judy Hubbard,Grenada,169,Kala Jora,Seats,Shirako,All In World,Seats,HotDog
1168,Danyal Briggs,Korea South,170,The Time Has Come Again For Disco,Flag,Kofta-Kabab,Kala Jora,Baja,Shirako
1327,Kirsty Becker,Korea South,171,Kala Jora,Shirts,Passion-Fruit,Boisterous Throwback,Foam-Hand,HotDog
836,Herbert Beard,Taiwan,172,Kala Jora,Foam-Hand,Fried-Silk-Worm,Time For Endless Adventures,Seats,Murgh-Pulao
434,Hasnain Lopez,Iceland,173,Kala Jora,Baja,Dragon-Fruit,Tum Jeeto Ya Haro,Foam-Hand,Dragon-Fruit
1202,Bronte Mcmillan,Lesotho,174,Stay,Face Painting,Passion-Fruit,Time For Endless Adventures,Foam-Hand,Dragon-Fruit
1363,Dalton Chapman,Australia,175,All In World,Seats,Murgh-Pulao,Boisterous Throwback,Baja,Fish
1026,Bernice Wong,Sierra Leone,176,Kala Jora,Face Painting,HotDog,Kala Jora,Face Painting,Murgh-Pulao
1120,Marilyn Reeves,Bhutan,177,Stay,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,Flag,Kofta-Kabab
989,Denis Serrano,Indonesia,178,Tum Jeeto Ya Haro,Shirts,Murgh-Pulao,Tum Jeeto Ya Haro,Shirts,HotDog
1073,Hollie Nunez,Poland,179,Stay,Shirts,Dragon-Fruit,The Time Has Come Again For Disco,Shirts,HotDog
1299,Cecilia O'Quinn,Egypt,180,Stay,Flag,Kofta-Kabab,Tum Jeeto Ya Haro,Face Painting,Fish
359,Lara Levine,Spain,181,Time For Endless Adventures,Shirts,Biryani,Time For Endless Adventures,Shirts,Dragon-Fruit
456,Carlos Finley,Luxembourg,182,Kala Jora,Foam-Hand,Fish,The Time Has Come Again For Disco,Shirts,HotDog
1455,Abbey Anderson,Oman,183,Time For Endless Adventures,View,Kofta-Kabab,Kala Jora,View,Biryani
974,Anne Logan,Djibouti,184,Kala Jora,Flag,Dragon-Fruit,Tum Jeeto Ya Haro,Shirts,Passion-Fruit
845,Hermione Charles,Kuwait,185,Boisterous Throwback,Shirts,Shirako,Stay,Seats,Biryani
1239,Anya Moore,France,188,Tum Jeeto Ya Haro,Shirts,Fried-Silk-Worm,Kala Jora,Baja,Shirako
874,Max Clark,Colombia,190,Time For Endless Adventures,Baja,Dragon-Fruit,Time For Endless Adventures,Seats,Shirako
1319,Alysha Gonzales,Denmark,193,Kala Jora,Baja,Shirako,Time For Endless Adventures,Flag,HotDog
390,Declan Salinas,Guyana,194,Time For Endless Adventures,Baja,Fish,Stay,Baja,HotDog
1173,Georgia Burton,Kenya,196,Time For Endless Adventures,View,HotDog,Stay,Flag,Murgh-Pulao
185,Kayne Hobbs,Haiti,197,Boisterous Throwback,Flag,Fried-Silk-Worm,Stay,Baja,Dragon-Fruit
876,Samara Bonilla,Palestine,198,The Time Has Come Again For Disco,Foam-Hand,Dragon-Fruit,All In World,Shirts,Dragon-Fruit
781,Safia Villanueva,Sierra Leone,199,Kala Jora,Foam-Hand,Biryani,Time For Endless Adventures,View,Biryani
557,Brendon Johnston,Cambodia,200,Boisterous Throwback,Seats,Kofta-Kabab,Tum Jeeto Ya Haro,View,Fried-Silk-Worm
850,Talia Lara,Congo,201,Time For Endless Adventures,Baja,Dragon-Fruit,The Time Has Come Again For Disco,Seats,Passion-Fruit
1402,Malika Norton,Greece,202,Tum Jeeto Ya Haro,Baja,Murgh-Pulao,Kala Jora,View,Murgh-Pulao
641,Rita Harrell,Yemen,203,Boisterous Throwback,Face Painting,Fried-Silk-Worm,Boisterous Throwback,Shirts,Dragon-Fruit
496,Rachael Chapman,Cambodia,204,Stay,View,Murgh-Pulao,Boisterous Throwback,Seats,Dragon-Fruit
1295,Demi Sweeney,Yemen,205,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm,Boisterous Throwback,Baja,Kofta-Kabab
1464,Shreya Reyes,Malaysia,207,Boisterous Throwback,Foam-Hand,Dragon-Fruit,Stay,Flag,Passion-Fruit
1432,Michaela Bates,Ecuador,208,Tum Jeeto Ya Haro,View,Kofta-Kabab,Kala Jora,Flag,HotDog
1224,Malaika Hatfield,Djibouti,209,Stay,Foam-Hand,Fried-Silk-Worm,Stay,Seats,Kofta-Kabab
176,Axel Carr,Nauru,210,Boisterous Throwback,Foam-Hand,Murgh-Pulao,The Time Has Come Again For Disco,Foam-Hand,HotDog
207,Hector Park,Bolivia,211,Time For Endless Adventures,Face Painting,Passion-Fruit,Time For Endless Adventures,Face Painting,Fried-Silk-Worm
1034,Nelson Benton,Canada,212,Kala Jora,Baja,Fried-Silk-Worm,The Time Has Come Again For Disco,Foam-Hand,Fried-Silk-Worm
1277,Arran Small,Sri Lanka,213,The Time Has Come Again For Disco,Shirts,Dragon-Fruit,All In World,Flag,Dragon-Fruit
947,Ruairi Sheppard,Lesotho,214,Kala Jora,View,Passion-Fruit,Tum Jeeto Ya Haro,Foam-Hand,Fried-Silk-Worm
1350,Stella Townsend,Trinidad & Tobago,215,Time For Endless Adventures,Face Painting,Murgh-Pulao,All In World,Foam-Hand,Kofta-Kabab
1011,Emilio Watts,Lesotho,217,Kala Jora,Seats,Passion-Fruit,Stay,Shirts,Biryani
963,Andrew Villanueva,Kiribati,218,Boisterous Throwback,Flag,Shirako,Time For Endless Adventures,Flag,Biryani
298,Erika Patton,India,219,Stay,Seats,Dragon-Fruit,The Time Has Come Again For Disco,Baja,Shirako
1386,Alejandro Mullen,Vatican City,221,Kala Jora,Baja,HotDog,The Time Has Come Again For Disco,Face Painting,Dragon-Fruit
411,Murray Pace,Greece,223,Tum Jeeto Ya Haro,Foam-Hand,Fish,Tum Jeeto Ya Haro,Foam-Hand,Kofta-Kabab
293,Dillan Schultz,Argentina,224,Boisterous Throwback,Seats,Murgh-Pulao,Boisterous Throwback,Foam-Hand,Shirako
638,Wiktor Griffin,Guatemala,225,Tum Jeeto Ya Haro,View,Fried-Silk-Worm,The Time Has Come Again For Disco,Face Painting,Shirako
731,Damien Oliver,Canada,226,Tum Jeeto Ya Haro,Flag,Biryani,Boisterous Throwback,Seats,Biryani
1124,Ralph Fleming,Gabon,227,The Time Has Come Again For Disco,Flag,Murgh-Pulao,Boisterous Throwback,Flag,Fish
138,Judith Ferrell,Liberia,228,Boisterous Throwback,View,Fried-Silk-Worm,All In World,Seats,Biryani
810,Abbie Hines,Mauritius,229,Stay,Seats,Dragon-Fruit,The Time Has Come Again For Disco,Seats,Fried-Silk-Worm
938,Tony Farrell,Ireland {Republic},230,All In World,Face Painting,Fish,Kala Jora,Foam-Hand,Fried-Silk-Worm
1428,Sahil Mayer,Kyrgyzstan,231,The Time Has Come Again For Disco,Face Painting,Fried-Silk-Worm,Boisterous Throwback,Face Painting,Fried-Silk-Worm
1378,Daniyal Ochoa,Liechtenstein,233,Time For Endless Adventures,Baja,Dragon-Fruit,Boisterous Throwback,Foam-Hand,Passion-Fruit
532,Rex Duncan,Albania,234,All In World,View,Kofta-Kabab,Kala Jora,Flag,Biryani
773,Ashley Tapia,Spain,235,Tum Jeeto Ya Haro,Flag,Dragon-Fruit,All In World,Flag,Dragon-Fruit
674,Amna Stuart,Central African Rep,236,Stay,Baja,Fried-Silk-Worm,Time For Endless Adventures,Seats,Biryani
949,Zach Mcintosh,Niger,237,Kala Jora,Flag,Murgh-Pulao,Kala Jora,Baja,Dragon-Fruit
1443,Clifford Aguirre,Lithuania,239,Kala Jora,Baja,Dragon-Fruit,Stay,Seats,Shirako
1372,Leroy English,Vatican City,240,All In World,Face Painting,Fish,Time For Endless Adventures,Shirts,Kofta-Kabab
1500,Humaira Parker,Serbia,241,Boisterous Throwback,Foam-Hand,Fried-Silk-Worm,Boisterous Throwback,Face Painting,Fish
1287,Gwen Randolph,Liechtenstein,242,All In World,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,View,Passion-Fruit
636,Ali Zuniga,Austria,243,Stay,Flag,Shirako,Time For Endless Adventures,Flag,Kofta-Kabab
1181,Tammy Fisher,Kyrgyzstan,244,Boisterous Throwback,View,Murgh-Pulao,Kala Jora,Foam-Hand,Fish
1298,Faris Christian,Poland,245,Time For Endless Adventures,Baja,Fried-Silk-Worm,The Time Has Come Again For Disco,Baja,Biryani
1477,Lena Ballard,United Kingdom,246,The Time Has Come Again For Disco,Foam-Hand,Shirako,Kala Jora,Flag,Kofta-Kabab
1413,Alina Farley,Honduras,247,Tum Jeeto Ya Haro,Face Painting,Biryani,Time For Endless Adventures,Foam-Hand,Murgh-Pulao
1255,Tamzin Landry,Palau,249,All In World,Baja,Passion-Fruit,Stay,Face Painting,Fish
1153,Leighton Greene,Australia,250,Boisterous Throwback,Foam-Hand,HotDog,Kala Jora,View,Dragon-Fruit
1422,Alexander Green,Cambodia,252,Kala Jora,Shirts,Murgh-Pulao,The Time Has Come Again For Disco,View,Murgh-Pulao
896,Hugo Hebert,Montenegro,254,All In World,Flag,Biryani,Tum Jeeto Ya Haro,View,Kofta-Kabab
245,Laurie Hayden,Sierra Leone,255,Tum Jeeto Ya Haro,Baja,Dragon-Fruit,Time For Endless Adventures,Shirts,Dragon-Fruit
705,Talia Barrera,Spain,256,Boisterous Throwback,Shirts,Kofta-Kabab,Boisterous Throwback,Baja,Murgh-Pulao
650,Elijah Edwards,Barbados,258,The Time Has Come Again For Disco,Flag,Shirako,Tum Jeeto Ya Haro,View,Fried-Silk-Worm
923,Alistair Hubbard,Namibia,259,Boisterous Throwback,Foam-Hand,Dragon-Fruit,Kala Jora,Face Painting,Murgh-Pulao
321,Simeon Carroll,Hungary,261,Kala Jora,Face Painting,HotDog,Boisterous Throwback,Foam-Hand,Fried-Silk-Worm
1155,Jose Parker,Zambia,262,The Time Has Come Again For Disco,Face Painting,Murgh-Pulao,All In World,Foam-Hand,Biryani
1389,Frederic Dejesus,Thailand,264,Time For Endless Adventures,Baja,Shirako,Kala Jora,Foam-Hand,Fish
1414,Rufus Mcmahon,Mauritius,265,The Time Has Come Again For Disco,Shirts,Fish,Time For Endless Adventures,Shirts,Shirako
209,Rhys Lyons,Colombia,267,Time For Endless Adventures,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,Seats,Passion-Fruit
1380,Viola Vega,Ecuador,268,Kala Jora,Flag,Fried-Silk-Worm,Boisterous Throwback,Baja,Dragon-Fruit
890,Kallum Lindsay,Uzbekistan,274,Tum Jeeto Ya Haro,Face Painting,Shirako,Time For Endless Adventures,Shirts,Dragon-Fruit
1329,Ayden Casey,Swaziland,275,Time For Endless Adventures,Flag,Fish,Stay,Shirts,Biryani
1230,Francesca Mcmahon,Dominican Republic,276,Tum Jeeto Ya Haro,Flag,Dragon-Fruit,Time For Endless Adventures,Flag,Fried-Silk-Worm
256,Md Acosta,Sudan,277,Boisterous Throwback,Baja,Murgh-Pulao,Boisterous Throwback,View,Fish
1183,Abdulrahman Carroll,Saint Vincent & the Grenadines,278,The Time Has Come Again For Disco,View,HotDog,Boisterous Throwback,Seats,Passion-Fruit
695,Loui Holder,Australia,279,All In World,Face Painting,Murgh-Pulao,Time For Endless Adventures,Flag,Shirako
1344,Nelson Lester,Latvia,280,Tum Jeeto Ya Haro,View,Dragon-Fruit,Stay,Foam-Hand,Biryani
1339,Steve Fisher,Belize,281,All In World,Seats,Passion-Fruit,Tum Jeeto Ya Haro,Baja,HotDog
1456,Reuben Farrell,Kyrgyzstan,282,Tum Jeeto Ya Haro,Flag,Fried-Silk-Worm,Kala Jora,Seats,Murgh-Pulao
1123,Mia Meyers,San Marino,284,The Time Has Come Again For Disco,Flag,Fried-Silk-Worm,Stay,View,Kofta-Kabab
939,Marcus Newton,Antigua & Deps,286,Stay,Seats,Passion-Fruit,Kala Jora,Seats,Kofta-Kabab
1293,Coral Wang,Myanmar,287,Kala Jora,Seats,Shirako,All In World,Seats,Dragon-Fruit
826,Lester Pittman,Mozambique,288,Time For Endless Adventures,Foam-Hand,Passion-Fruit,Boisterous Throwback,Shirts,Biryani
1276,Calum Daugherty,Cameroon,289,Boisterous Throwback,Face Painting,Passion-Fruit,Tum Jeeto Ya Haro,Shirts,Kofta-Kabab
401,Hamza Walton,Rwanda,290,Stay,Face Painting,Shirako,Kala Jora,Shirts,Fried-Silk-Worm
978,Maison Warren,Switzerland,292,Time For Endless Adventures,Baja,Biryani,Stay,Face Painting,Fish
