ID#,Name,Country,Money Spent,Favourite Song,Favourite Item,Favourite Food,Worst Song,Worst Item,Worst Food
100,Lina Nolan,Haiti,5494,Stay,View,Biryani,Boisterous Throwback,Foam-Hand,HotDog
241,Whitney Frazier,Panama,5499,Tum Jeeto Ya Haro,Baja,Kofta-Kabab,Tum Jeeto Ya Haro,Seats,Dragon-Fruit
45,Hassan Wiggins,Ghana,5510,Time For Endless Adventures,View,Kofta-Kabab,Kala Jora,Face Painting,Dragon-Fruit
69,Ray Mcgee,Romania,5515,Boisterous Throwback,View,Shirako,The Time Has Come Again For Disco,Flag,Fish
79,Alexander Golden,Costa Rica,5550,The Time Has Come Again For Disco,Seats,Fish,Stay,Shirts,Biryani
134,Gerard Calhoun,Tuvalu,5555,Time For Endless Adventures,Foam-Hand,Kofta-Kabab,Kala Jora,View,Kofta-Kabab
51,Kyron Davis,Bahrain,5625,Stay,Face Painting,Fish,Time For Endless Adventures,Flag,Fried-Silk-Worm
116,Lester Butler,Bolivia,5628,All In World,Baja,Murgh-Pulao,Stay,Baja,Biryani
250,Gregory Mccann,Ivory Coast,5669,Time For Endless Adventures,Flag,HotDog,Time For Endless Adventures,Foam-Hand,Biryani
149,Aneesa Mcdonald,Bahrain,5673,Boisterous Throwback,Seats,Shirako,Tum Jeeto Ya Haro,Foam-Hand,Dragon-Fruit
120,Tyrell Bonilla,Namibia,5711,The Time Has Come Again For Disco,Baja,Passion-Fruit,All In World,Foam-Hand,Fried-Silk-Worm
239,Lorraine James,Sao Tome & Principe,5723,Tum Jeeto Ya Haro,View,Dragon-Fruit,The Time Has Come Again For Disco,Foam-Hand,Murgh-Pulao
174,Cody Alvarez,Liberia,5797,Tum Jeeto Ya Haro,Seats,Murgh-Pulao,Time For Endless Adventures,Flag,Biryani
36,Asma Montoya,Finland,5834,Time For Endless Adventures,Face Painting,Passion-Fruit,All In World,Baja,Kofta-Kabab
23,Jasmin Kaufman,St Kitts & Nevis,5910,Time For Endless Adventures,Seats,HotDog,All In World,Shirts,Dragon-Fruit
75,Brooke Frye,Latvia,5919,Boisterous Throwback,Face Painting,Shirako,Time For Endless Adventures,Foam-Hand,Passion-Fruit
209,Declan Marks,Uzbekistan,5922,Tum Jeeto Ya Haro,Shirts,Dragon-Fruit,The Time Has Come Again For Disco,Flag,Passion-Fruit
212,Honey Roach,Papua New Guinea,5955,Time For Endless Adventures,Face Painting,Kofta-Kabab,Boisterous Throwback,Face Painting,Kofta-Kabab
224,Owain Levine,Somalia,5979,The Time Has Come Again For Disco,Baja,Fried-Silk-Worm,Boisterous Throwback,Baja,Murgh-Pulao
144,Jazmin Hart,Denmark,5980,Kala Jora,Seats,Dragon-Fruit,Tum Jeeto Ya Haro,Shirts,Fish
5,Lachlan Wheeler,Morocco,5986,Kala Jora,Baja,Murgh-Pulao,All In World,View,Fried-Silk-Worm
26,Heath Mack,Guatemala,6065,Boisterous Throwback,Foam-Hand,Passion-Fruit,Boisterous Throwback,View,Murgh-Pulao
237,Gordon Harmon,Maldives,6086,Time For Endless Adventures,Seats,Fish,The Time Has Come Again For Disco,Shirts,Dragon-Fruit
188,Loui Randall,Belize,6108,Tum Jeeto Ya Haro,Shirts,Murgh-Pulao,The Time Has Come Again For Disco,Baja,Kofta-Kabab
169,Mehmet Holmes,Myanmar,6110,All In World,Face Painting,Biryani,Kala Jora,Flag,Murgh-Pulao
195,Laurie Buck,Cyprus,6124,Kala Jora,Face Painting,HotDog,Time For Endless Adventures,Shirts,Shirako
40,Saad Summers,Nicaragua,6165,All In World,Seats,HotDog,All In World,Seats,Murgh-Pulao
182,Fiona Roberts,Papua New Guinea,6174,All In World,Shirts,Fish,Kala Jora,Seats,Fried-Silk-Worm
204,Sinead Arnold,Morocco,6275,Kala Jora,Foam-Hand,Biryani,Time For Endless Adventures,View,Fish
37,Sydney Stein,Finland,6315,All In World,Baja,Shirako,Boisterous Throwback,Flag,Fish
58,Youssef Griffith,Montenegro,6318,Kala Jora,Seats,Murgh-Pulao,Tum Jeeto Ya Haro,Baja,Biryani
16,Saarah Daniels,Cameroon,6323,Kala Jora,Baja,Biryani,Stay,Seats,Passion-Fruit
98,Tony Burch,Tuvalu,6339,Time For Endless Adventures,Foam-Hand,HotDog,Kala Jora,Baja,Shirako
20,Jamal Hilton,Finland,6373,Tum Jeeto Ya Haro,Shirts,Fried-Silk-Worm,The Time Has Come Again For Disco,View,Dragon-Fruit
86,Samara Gutierrez,Zambia,6423,Boisterous Throwback,View,Kofta-Kabab,Tum Jeeto Ya Haro,Baja,Murgh-Pulao
240,Mina Pittman,Latvia,6502,All In World,Seats,Shirako,Kala Jora,Face Painting,Kofta-Kabab
133,Bethany Jordan,Czech Republic,6511,The Time Has Come Again For Disco,View,Kofta-Kabab,All In World,Shirts,Fish
145,Lily-May Hammond,Serbia,6512,All In World,Face Painting,HotDog,Boisterous Throwback,Shirts,Shirako
91,Kathleen Beltran,Gambia,6514,All In World,Foam-Hand,HotDog,The Time Has Come Again For Disco,Baja,Passion-Fruit
147,Jodie Riddle,Grenada,6565,All In World,Face Painting,Kofta-Kabab,All In World,Face Painting,Dragon-Fruit
199,Muhammad Mcintyre,Cambodia,6781,Stay,Baja,Fish,Stay,Foam-Hand,Fried-Silk-Worm
46,Thea Lyons,Mali,6818,Time For Endless Adventures,Face Painting,Murgh-Pulao,All In World,View,Biryani
30,Carly Clayton,Iceland,6820,The Time Has Come Again For Disco,Seats,Fried-Silk-Worm,Boisterous Throwback,Baja,Fried-Silk-Worm
80,Mark Taylor,Cambodia,6979,Stay,Shirts,Kofta-Kabab,Stay,Flag,Passion-Fruit
90,Kurt Fuentes,Mauritania,7002,Boisterous Throwback,Foam-Hand,Murgh-Pulao,Time For Endless Adventures,View,Dragon-Fruit
200,Harvey England,Grenada,7013,Time For Endless Adventures,Flag,Fish,Boisterous Throwback,Seats,Murgh-Pulao
131,Haider Hardin,Antigua & Deps,7055,Boisterous Throwback,Shirts,Murgh-Pulao,All In World,Flag,Murgh-Pulao
67,Angelina Knox,Philippines,7107,All In World,Flag,Shirako,All In World,Face Painting,Shirako
137,Gareth Perkins,Saint Vincent & the Grenadines,7122,Stay,Baja,Fried-Silk-Worm,Stay,View,Shirako
1,Rihanna Rasmussen,Poland,7138,Time For Endless Adventures,Foam-Hand,Fish,Stay,Shirts,Fried-Silk-Worm
165,Neo Pugh,Mexico,7144,Boisterous Throwback,Shirts,Dragon-Fruit,The Time Has Come Again For Disco,Seats,Kofta-Kabab
28,Matthew Cummings,Denmark,7206,Time For Endless Adventures,Shirts,Murgh-Pulao,Tum Jeeto Ya Haro,Baja,Shirako
190,Dillan Sherman,Nauru,7216,Stay,Shirts,HotDog,Tum Jeeto Ya Haro,Seats,HotDog
97,Wyatt Bailey,Liberia,7250,Kala Jora,Seats,Fried-Silk-Worm,The Time Has Come Again For Disco,Seats,Murgh-Pulao
210,Bryn Dunn,Costa Rica,7323,The Time Has Come Again For Disco,Flag,Fish,Boisterous Throwback,View,Shirako
6,Madiha Meadows,Bangladesh,7383,Time For Endless Adventures,Flag,Shirako,The Time Has Come Again For Disco,Baja,Murgh-Pulao
22,Ayden Griffin,Nicaragua,7393,Boisterous Throwback,Seats,Passion-Fruit,Tum Jeeto Ya Haro,Flag,Murgh-Pulao
103,Kezia Maldonado,Switzerland,7427,Tum Jeeto Ya Haro,Face Painting,Fried-Silk-Worm,Tum Jeeto Ya Haro,Foam-Hand,Biryani
235,Hallie Kim,Moldova,7466,Stay,Face Painting,Murgh-Pulao,Boisterous Throwback,Flag,Murgh-Pulao
101,Zack Odom,Gambia,7543,Time For Endless Adventures,View,HotDog,Boisterous Throwback,Face Painting,Kofta-Kabab
156,Lucinda Delacruz,Niger,7572,All In World,Seats,Biryani,Time For Endless Adventures,Seats,Biryani
176,Miguel Duncan,Eritrea,7698,Kala Jora,Face Painting,Kofta-Kabab,The Time Has Come Again For Disco,Face Painting,Murgh-Pulao
15,Lillian Cooper,Mali,7730,Time For Endless Adventures,View,Murgh-Pulao,Tum Jeeto Ya Haro,Face Painting,Biryani
110,Melisa Murphy,Sao Tome & Principe,7793,Boisterous Throwback,Face Painting,Passion-Fruit,Stay,Face Painting,Kofta-Kabab
146,Daniyal French,Singapore,7851,Boisterous Throwback,Flag,Fried-Silk-Worm,Tum Jeeto Ya Haro,Baja,Dragon-Fruit
168,Saffron Curtis,Iceland,7869,Tum Jeeto Ya Haro,View,Shirako,Tum Jeeto Ya Haro,Seats,Biryani
175,Gerald Peck,Taiwan,7894,Stay,View,Biryani,Stay,Flag,Murgh-Pulao
93,Betsy Villa,Latvia,7903,Boisterous Throwback,Seats,Passion-Fruit,Kala Jora,Seats,Fried-Silk-Worm
140,Md Ferguson,Guinea,7926,Time For Endless Adventures,Seats,Passion-Fruit,Time For Endless Adventures,Flag,Fried-Silk-Worm
201,Ivy Randall,Niger,8024,Time For Endless Adventures,Foam-Hand,HotDog,The Time Has Come Again For Disco,Baja,Fried-Silk-Worm
41,Dillon Salinas,Angola,8125,Time For Endless Adventures,Face Painting,Murgh-Pulao,Stay,Foam-Hand,Shirako
153,Carl Ryan,Bahamas,8126,The Time Has Come Again For Disco,View,Murgh-Pulao,Boisterous Throwback,Seats,Fish
154,Kelsie Beck,Colombia,8184,Stay,Shirts,Passion-Fruit,Boisterous Throwback,Flag,Murgh-Pulao
123,Ayrton Love,Libya,8198,All In World,Foam-Hand,Shirako,Stay,Flag,Shirako
112,Anne Mcgowan,Sudan,8252,Boisterous Throwback,Baja,Fried-Silk-Worm,All In World,Shirts,Shirako
17,Anita Mcconnell,Nepal,8320,Time For Endless Adventures,Seats,Dragon-Fruit,The Time Has Come Again For Disco,View,Fish
42,Darragh Holmes,Bulgaria,8389,Kala Jora,Shirts,Biryani,Time For Endless Adventures,Foam-Hand,Biryani
38,Charlie Horton,Dominica,8393,Stay,Face Painting,Passion-Fruit,Stay,View,Passion-Fruit
194,April Holt,Palestine,8397,Stay,Seats,Biryani,Time For Endless Adventures,Flag,Shirako
232,Dale Jordan,Guinea,8483,Kala Jora,View,Biryani,Time For Endless Adventures,Shirts,Murgh-Pulao
24,Diana Simon,Cyprus,8497,The Time Has Come Again For Disco,Baja,Fried-Silk-Worm,The Time Has Come Again For Disco,Face Painting,Biryani
2,Neil Nguyen,Estonia,8527,Kala Jora,Foam-Hand,Fish,Boisterous Throwback,Flag,Kofta-Kabab
187,Sean Ochoa,El Salvador,8532,The Time Has Come Again For Disco,Flag,Kofta-Kabab,All In World,Shirts,Kofta-Kabab
247,Nell Berg,Kazakhstan,8549,The Time Has Come Again For Disco,Shirts,Fish,Tum Jeeto Ya Haro,Face Painting,Kofta-Kabab
246,Rafe Curry,Palau,8551,Kala Jora,Seats,Fish,Time For Endless Adventures,Baja,HotDog
61,Sam Juarez,Albania,8562,Boisterous Throwback,Seats,Kofta-Kabab,All In World,Face Painting,Passion-Fruit
164,Esme Collins,Equatorial Guinea,8564,Boisterous Throwback,Seats,Kofta-Kabab,Time For Endless Adventures,Shirts,Kofta-Kabab
47,Savannah Davies,Andorra,8576,The Time Has Come Again For Disco,Foam-Hand,Kofta-Kabab,All In World,Face Painting,Fish
220,Alisa Gallagher,Kiribati,8582,The Time Has Come Again For Disco,Seats,Kofta-Kabab,Stay,View,Kofta-Kabab
107,Sami Bartlett,Sierra Leone,8637,Time For Endless Adventures,Seats,Dragon-Fruit,Stay,Flag,HotDog
63,Louise Fletcher,Chad,8663,Stay,Shirts,Passion-Fruit,Stay,Flag,Shirako
170,Lyla Mack,Mali,8679,Kala Jora,Seats,Fried-Silk-Worm,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm
