ID#,Name,Country,Money Spent,Favourite Song,Favourite Item,Favourite Food,Worst Song,Worst Item,Worst Food
186,Tristan Hartman,Tanzania,1565,Time For Endless Adventures,Face Painting,Shirako,Boisterous Throwback,Face Painting,Passion-Fruit
239,Lorraine James,Tuvalu,1595,Kala Jora,Foam-Hand,Fried-Silk-Worm,All In World,Foam-Hand,Dragon-Fruit
41,Dillon Salinas,Belarus,1653,Kala Jora,View,Fish,Kala Jora,Flag,Fried-Silk-Worm
168,Saffron Curtis,Tonga,1688,Stay,Face Painting,Biryani,Kala Jora,Seats,Dragon-Fruit
194,April Holt,Cuba,1745,The Time Has Come Again For Disco,View,Passion-Fruit,The Time Has Come Again For Disco,Flag,HotDog
159,Nikita Gray,Zambia,1766,The Time Has Come Again For Disco,Shirts,Kofta-Kabab,Boisterous Throwback,Baja,Shirako
141,Tina Santiago,Suriname,1794,Stay,Face Painting,Shirako,All In World,Face Painting,Shirako
54,Layton Gilmore,Laos,1846,Boisterous Throwback,Seats,Murgh-Pulao,All In World,Baja,Kofta-Kabab
58,Youssef Griffith,Burundi,1854,Tum Jeeto Ya Haro,Flag,Fish,The Time Has Come Again For Disco,Flag,Biryani
68,Ffion Garza,Honduras,1878,Tum Jeeto Ya Haro,Foam-Hand,Kofta-Kabab,Boisterous Throwback,View,HotDog
103,Kezia Maldonado,East Timor,1906,Kala Jora,Seats,Fish,Tum Jeeto Ya Haro,Seats,HotDog
208,Madeleine Bruce,Marshall Islands,1945,All In World,Shirts,Biryani,The Time Has Come Again For Disco,Foam-Hand,Kofta-Kabab
228,Greta Wade,Ukraine,1975,Time For Endless Adventures,Seats,Murgh-Pulao,Stay,Flag,Kofta-Kabab
214,Lillian Krueger,Belarus,1993,The Time Has Come Again For Disco,View,HotDog,Boisterous Throwback,View,Biryani
180,Benjamin Kaufman,Mauritius,2001,Time For Endless Adventures,Flag,Fried-Silk-Worm,Stay,Face Painting,Kofta-Kabab
193,Barbara Davila,Uzbekistan,2013,Stay,Shirts,Biryani,Boisterous Throwback,Foam-Hand,Fried-Silk-Worm
182,Fiona Roberts,East Timor,2023,Time For Endless Adventures,Flag,Kofta-Kabab,Boisterous Throwback,Baja,Biryani
75,Brooke Frye,Lebanon,2041,Boisterous Throwback,Baja,Dragon-Fruit,Tum Jeeto Ya Haro,Flag,Fish
202,Aaron Ball,Slovakia,2064,The Time Has Come Again For Disco,Shirts,Fish,Boisterous Throwback,Flag,Murgh-Pulao
13,Lee Mann,Czech Republic,2078,Boisterous Throwback,View,HotDog,Kala Jora,Flag,Dragon-Fruit
247,Nell Berg,Vatican City,2135,Kala Jora,Shirts,HotDog,All In World,Baja,Dragon-Fruit
195,Laurie Buck,Libya,2167,Tum Jeeto Ya Haro,Seats,Passion-Fruit,Stay,Flag,Dragon-Fruit
127,Gary Lynch,United States,2212,The Time Has Come Again For Disco,Face Painting,Fried-Silk-Worm,All In World,Face Painting,Dragon-Fruit
243,Wayne Craig,Barbados,2214,Stay,View,Biryani,The Time Has Come Again For Disco,Flag,Dragon-Fruit
133,Bethany Jordan,Cuba,2254,Stay,Face Painting,Murgh-Pulao,All In World,View,Shirako
230,Lochlan Rowland,Ecuador,2294,All In World,Seats,Kofta-Kabab,All In World,Seats,Biryani
192,Eddie Kent,Uruguay,2364,The Time Has Come Again For Disco,View,Fried-Silk-Worm,All In World,Flag,Fish
229,Sydney Mckinney,Vietnam,2424,Tum Jeeto Ya Haro,Shirts,Fish,Kala Jora,Baja,Kofta-Kabab
244,Lorenzo Macias,Brazil,2504,Stay,View,Kofta-Kabab,Kala Jora,Flag,HotDog
116,Lester Butler,Mauritania,2520,Time For Endless Adventures,Baja,Passion-Fruit,Tum Jeeto Ya Haro,Foam-Hand,Kofta-Kabab
83,Carys Walker,Brazil,2533,Boisterous Throwback,Baja,Biryani,Kala Jora,Foam-Hand,Dragon-Fruit
100,Lina Nolan,Bahamas,2591,Tum Jeeto Ya Haro,Seats,Fish,The Time Has Come Again For Disco,Baja,Dragon-Fruit
201,Ivy Randall,Tuvalu,2592,Kala Jora,View,Biryani,All In World,Face Painting,Fish
50,Ellie-Mae Maldonado,Iran,2691,All In World,Seats,Fried-Silk-Worm,Tum Jeeto Ya Haro,Seats,Biryani
189,Samara Nixon,Qatar,2693,The Time Has Come Again For Disco,Baja,Shirako,All In World,Shirts,Fish
117,Frankie Montes,Costa Rica,2703,Boisterous Throwback,Flag,Kofta-Kabab,Time For Endless Adventures,Baja,Dragon-Fruit
29,Luke Brewer,Montenegro,2704,Time For Endless Adventures,Flag,Kofta-Kabab,Kala Jora,Shirts,Murgh-Pulao
7,Ela Gibson,Rwanda,2710,Stay,Flag,Murgh-Pulao,Stay,Foam-Hand,HotDog
146,Daniyal French,Vanuatu,2748,Time For Endless Adventures,Baja,Kofta-Kabab,Time For Endless Adventures,Flag,Kofta-Kabab
124,Francesca Stephenson,Seychelles,2797,The Time Has Come Again For Disco,Foam-Hand,Shirako,All In World,View,Dragon-Fruit
138,Abbas Hopkins,Slovenia,2838,Tum Jeeto Ya Haro,Face Painting,Biryani,All In World,Seats,Kofta-Kabab
241,Whitney Frazier,Cuba,2857,The Time Has Come Again For Disco,Seats,Murgh-Pulao,Stay,Seats,Biryani
248,Christian O'Connor,Ethiopia,2894,Tum Jeeto Ya Haro,Flag,Dragon-Fruit,Time For Endless Adventures,Shirts,Murgh-Pulao
73,Dale Patton,Malta,2939,Boisterous Throwback,Baja,HotDog,Tum Jeeto Ya Haro,Seats,Dragon-Fruit
25,Osman Pittman,Algeria,3075,Stay,Foam-Hand,Murgh-Pulao,Time For Endless Adventures,Shirts,Kofta-Kabab
233,Lana Barron,Bahamas,3179,The Time Has Come Again For Disco,Face Painting,Kofta-Kabab,Kala Jora,Baja,Passion-Fruit
245,Gloria Rodriguez,Malawi,3183,The Time Has Come Again For Disco,Baja,Dragon-Fruit,Boisterous Throwback,Flag,Fish
149,Aneesa Mcdonald,Laos,3190,Kala Jora,Seats,HotDog,Boisterous Throwback,Seats,Fish
185,Laiba Greene,Ukraine,3331,Stay,Foam-Hand,HotDog,Time For Endless Adventures,Shirts,Biryani
86,Samara Gutierrez,Equatorial Guinea,3348,All In World,Face Painting,Murgh-Pulao,Kala Jora,View,Biryani
205,Ty Burnett,Antigua & Deps,3357,Tum Jeeto Ya Haro,Seats,Dragon-Fruit,Boisterous Throwback,Flag,Passion-Fruit
97,Wyatt Bailey,Botswana,3369,Stay,Face Painting,Passion-Fruit,Tum Jeeto Ya Haro,Baja,Kofta-Kabab
212,Honey Roach,Barbados,3416,Kala Jora,Face Painting,Kofta-Kabab,Stay,View,Dragon-Fruit
178,Mohammed Kelley,Bosnia Herzegovina,3569,The Time Has Come Again For Disco,Seats,Kofta-Kabab,Stay,Shirts,Dragon-Fruit
120,Tyrell Bonilla,Honduras,3606,Time For Endless Adventures,View,Fish,Time For Endless Adventures,View,Passion-Fruit
173,Elsa Ayers,Nigeria,3654,Time For Endless Adventures,Face Painting,Shirako,Stay,Baja,Fish
163,Brian Sweeney,Bangladesh,3668,All In World,View,HotDog,Stay,Seats,HotDog
9,Mohammed Bishop,Djibouti,3672,Stay,View,Dragon-Fruit,Tum Jeeto Ya Haro,Baja,Kofta-Kabab
45,Hassan Wiggins,Lithuania,3684,Kala Jora,Baja,Fish,All In World,View,Shirako
47,Savannah Davies,East Timor,3697,Time For Endless Adventures,View,Biryani,The Time Has Come Again For Disco,View,Murgh-Pulao
21,Safa Hatfield,Libya,3721,Tum Jeeto Ya Haro,Flag,Kofta-Kabab,Tum Jeeto Ya Haro,Flag,Shirako
12,Ian Hansen,Oman,3725,Boisterous Throwback,Flag,Murgh-Pulao,Time For Endless Adventures,Seats,HotDog
99,Joshua Willis,China,3735,Tum Jeeto Ya Haro,Foam-Hand,Fish,The Time Has Come Again For Disco,View,Biryani
20,Jamal Hilton,Namibia,3803,The Time Has Come Again For Disco,Flag,Fish,The Time Has Come Again For Disco,Face Painting,HotDog
242,Moses Bloggs,South Africa,3846,Tum Jeeto Ya Haro,Face Painting,Murgh-Pulao,The Time Has Come Again For Disco,Face Painting,Murgh-Pulao
112,Anne Mcgowan,Gabon,3911,Stay,Foam-Hand,Kofta-Kabab,All In World,View,Passion-Fruit
237,Gordon Harmon,Oman,3969,The Time Has Come Again For Disco,Shirts,Biryani,Kala Jora,Baja,Shirako
160,Levi Ellis,Luxembourg,4010,The Time Has Come Again For Disco,Shirts,HotDog,Stay,Seats,Kofta-Kabab
221,Harley Hebert,East Timor,4018,Tum Jeeto Ya Haro,Face Painting,Shirako,Boisterous Throwback,Foam-Hand,Kofta-Kabab
145,Lily-May Hammond,Malaysia,4021,Time For Endless Adventures,Seats,Dragon-Fruit,Time For Endless Adventures,Face Painting,Murgh-Pulao
142,Nadia Howard,Nigeria,4124,The Time Has Come Again For Disco,Face Painting,Fried-Silk-Worm,Tum Jeeto Ya Haro,Baja,Shirako
113,Bilal Dennis,Cuba,4135,The Time Has Come Again For Disco,Face Painting,HotDog,Kala Jora,Foam-Hand,HotDog
153,Carl Ryan,Moldova,4205,Time For Endless Adventures,Shirts,Fried-Silk-Worm,Stay,Foam-Hand,Murgh-Pulao
36,Asma Montoya,Liechtenstein,4285,Boisterous Throwback,Foam-Hand,Dragon-Fruit,All In World,Baja,Passion-Fruit
157,Sachin Schultz,Sweden,4380,All In World,Baja,Fried-Silk-Worm,The Time Has Come Again For Disco,Foam-Hand,Fried-Silk-Worm
144,Jazmin Hart,Taiwan,4430,Boisterous Throwback,Baja,Dragon-Fruit,Tum Jeeto Ya Haro,Flag,Fried-Silk-Worm
200,Harvey England,China,4472,Boisterous Throwback,Face Painting,Dragon-Fruit,Stay,Seats,Kofta-Kabab
93,Betsy Villa,Madagascar,4493,Time For Endless Adventures,Flag,Biryani,All In World,Foam-Hand,Murgh-Pulao
158,Katelyn Paul,Bhutan,4523,The Time Has Come Again For Disco,View,Murgh-Pulao,Stay,Baja,Fried-Silk-Worm
131,Haider Hardin,Egypt,4662,Stay,View,Fried-Silk-Worm,All In World,Flag,Passion-Fruit
60,Maariyah Savage,United States,4669,Tum Jeeto Ya Haro,Face Painting,Fish,Boisterous Throwback,Face Painting,Biryani
104,Rishi Munoz,Benin,4737,All In World,View,Kofta-Kabab,Tum Jeeto Ya Haro,Foam-Hand,HotDog
132,Marwa Pitts,Costa Rica,4767,Time For Endless Adventures,Shirts,Passion-Fruit,Boisterous Throwback,Seats,Fish
137,Gareth Perkins,Gambia,4794,The Time Has Come Again For Disco,Shirts,Kofta-Kabab,Time For Endless Adventures,Face Painting,Fried-Silk-Worm
22,Ayden Griffin,Romania,4944,Kala Jora,Seats,Fish,Time For Endless Adventures,Shirts,Kofta-Kabab
87,Shannon Dickson,Kosovo,5031,Tum Jeeto Ya Haro,Baja,Passion-Fruit,Kala Jora,Flag,Passion-Fruit
85,Sienna Mcbride,Bahrain,5032,Stay,Seats,Fish,Boisterous Throwback,Baja,Fried-Silk-Worm
4,Shanice Petersen,Jordan,5033,Kala Jora,Seats,Passion-Fruit,Tum Jeeto Ya Haro,Flag,Biryani
26,Heath Mack,Iran,5042,The Time Has Come Again For Disco,Foam-Hand,Kofta-Kabab,Time For Endless Adventures,Flag,Dragon-Fruit
66,Zeeshan Wallace,Saudi Arabia,5173,Stay,Baja,Dragon-Fruit,All In World,Baja,Biryani
3,Jessica Vaughn,Cape Verde,5187,Time For Endless Adventures,Foam-Hand,HotDog,Kala Jora,Foam-Hand,Passion-Fruit
111,Camilla Mcintosh,El Salvador,5196,Stay,View,Murgh-Pulao,Stay,Baja,Fried-Silk-Worm
174,Cody Alvarez,Saint Vincent & the Grenadines,5202,The Time Has Come Again For Disco,Baja,Fish,The Time Has Come Again For Disco,Baja,Passion-Fruit
61,Sam Juarez,Macedonia,5207,Time For Endless Adventures,Foam-Hand,Fish,All In World,Foam-Hand,Kofta-Kabab
143,Yasmin Connor,Kiribati,5208,The Time Has Come Again For Disco,Flag,Dragon-Fruit,All In World,Baja,Biryani
152,Dennis Nicholson,Korea North,5212,The Time Has Come Again For Disco,Foam-Hand,Passion-Fruit,The Time Has Come Again For Disco,Face Painting,Fish
218,Riya Davidson,Kenya,5298,Tum Jeeto Ya Haro,Baja,Kofta-Kabab,Stay,Flag,HotDog
46,Thea Lyons,Australia,5300,Stay,Flag,Murgh-Pulao,All In World,Face Painting,Shirako
81,Lorraine Lindsay,Pakistan,5323,Tum Jeeto Ya Haro,Shirts,Fried-Silk-Worm,Kala Jora,Seats,Murgh-Pulao
165,Neo Pugh,New Zealand,5327,Tum Jeeto Ya Haro,Seats,Fried-Silk-Worm,Tum Jeeto Ya Haro,Seats,Murgh-Pulao
176,Miguel Duncan,El Salvador,5392,Boisterous Throwback,Face Painting,Fish,Time For Endless Adventures,Face Painting,Fish
42,Darragh Holmes,Nauru,5408,All In World,Seats,Murgh-Pulao,Tum Jeeto Ya Haro,View,Kofta-Kabab
197,Katrina Fulton,Sudan,5518,Time For Endless Adventures,Seats,Fried-Silk-Worm,All In World,Seats,Passion-Fruit
51,Kyron Davis,Egypt,5567,Time For Endless Adventures,Baja,Kofta-Kabab,Stay,View,Fried-Silk-Worm
140,Md Ferguson,Uruguay,5582,The Time Has Come Again For Disco,Foam-Hand,Fried-Silk-Worm,Stay,Face Painting,Dragon-Fruit
28,Matthew Cummings,Luxembourg,5586,The Time Has Come Again For Disco,Flag,HotDog,Stay,Face Painting,Biryani
8,Robert Buck,Kazakhstan,5639,All In World,View,Murgh-Pulao,Time For Endless Adventures,Baja,Murgh-Pulao
172,Ida Bridges,Guinea-Bissau,5664,Kala Jora,Shirts,Kofta-Kabab,The Time Has Come Again For Disco,Face Painting,Kofta-Kabab
17,Anita Mcconnell,Ireland {Republic},5668,Boisterous Throwback,Shirts,Passion-Fruit,Tum Jeeto Ya Haro,Foam-Hand,Shirako
63,Louise Fletcher,Uruguay,5696,Stay,View,Shirako,Tum Jeeto Ya Haro,Shirts,Passion-Fruit
11,Brendan Vang,Belgium,5720,Tum Jeeto Ya Haro,Seats,Kofta-Kabab,Kala Jora,Shirts,Dragon-Fruit
222,Alessia Hale,Mali,5730,Kala Jora,Shirts,Shirako,Boisterous Throwback,Flag,HotDog
14,Mahnoor Church,Tunisia,5771,Time For Endless Adventures,Foam-Hand,Dragon-Fruit,The Time Has Come Again For Disco,Shirts,Fish
154,Kelsie Beck,Bangladesh,5846,All In World,Foam-Hand,Biryani,Tum Jeeto Ya Haro,Baja,HotDog
64,Jacques Carver,Fiji,5853,The Time Has Come Again For Disco,View,Fried-Silk-Worm,Kala Jora,Foam-Hand,Shirako
62,Mari Salas,Myanmar,5978,Stay,Shirts,Dragon-Fruit,All In World,Seats,Fish
209,Declan Marks,Botswana,6040,All In World,Shirts,HotDog,Stay,Flag,Kofta-Kabab
94,Cian Winters,Rwanda,6107,Tum Jeeto Ya Haro,Baja,Passion-Fruit,Boisterous Throwback,Face Painting,Fried-Silk-Worm
250,Gregory Mccann,Djibouti,6181,Tum Jeeto Ya Haro,Flag,Murgh-Pulao,The Time Has Come Again For Disco,Shirts,Biryani
238,Savannah Jones,Serbia,6185,Tum Jeeto Ya Haro,View,Biryani,Tum Jeeto Ya Haro,Seats,Kofta-Kabab
88,Eden Lindsey,Niger,6207,The Time Has Come Again For Disco,Foam-Hand,Biryani,Time For Endless Adventures,Flag,Biryani
108,Katie Mcleod,Palau,6231,Tum Jeeto Ya Haro,Flag,Fried-Silk-Worm,Kala Jora,View,Dragon-Fruit
148,Janet House,Botswana,6240,Time For Endless Adventures,Baja,Passion-Fruit,Tum Jeeto Ya Haro,Shirts,Murgh-Pulao
40,Saad Summers,Bangladesh,6249,Boisterous Throwback,Seats,Shirako,Kala Jora,Baja,Fried-Silk-Worm
71,Sid Shaw,Brazil,6264,Stay,Shirts,Kofta-Kabab,Boisterous Throwback,View,Murgh-Pulao
188,Loui Randall,Tunisia,6314,The Time Has Come Again For Disco,View,Dragon-Fruit,Kala Jora,Seats,Fish
55,Cecily Leon,Solomon Islands,6415,All In World,Foam-Hand,Shirako,Stay,Flag,Kofta-Kabab
134,Gerard Calhoun,Nigeria,6428,Time For Endless Adventures,Shirts,Murgh-Pulao,Time For Endless Adventures,Baja,Shirako
135,Blanche Clements,Togo,6429,Boisterous Throwback,Seats,Fried-Silk-Worm,Tum Jeeto Ya Haro,Seats,Murgh-Pulao
175,Gerald Peck,Myanmar,6433,Time For Endless Adventures,Shirts,Shirako,Boisterous Throwback,Face Painting,Biryani
5,Lachlan Wheeler,Korea South,6472,The Time Has Come Again For Disco,Shirts,Biryani,All In World,Shirts,Dragon-Fruit
56,Ismaeel Ryan,Indonesia,6475,Stay,Shirts,Dragon-Fruit,Stay,Flag,HotDog
171,Arnold Snyder,Zambia,6572,Time For Endless Adventures,Flag,Biryani,Stay,Face Painting,Shirako
156,Lucinda Delacruz,Chile,6634,Tum Jeeto Ya Haro,View,Passion-Fruit,The Time Has Come Again For Disco,Flag,Dragon-Fruit
43,Daniela Cantu,Ukraine,6680,Stay,Face Painting,Shirako,All In World,Flag,Murgh-Pulao
179,Milo Coffey,Brazil,6697,Time For Endless Adventures,Foam-Hand,Dragon-Fruit,All In World,Foam-Hand,Biryani
90,Kurt Fuentes,Czech Republic,6723,All In World,Foam-Hand,Kofta-Kabab,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm
216,Niamh Jimenez,Paraguay,6729,All In World,View,Dragon-Fruit,Stay,Seats,Murgh-Pulao
79,Alexander Golden,Algeria,6730,The Time Has Come Again For Disco,View,Biryani,Stay,Flag,Murgh-Pulao
199,Muhammad Mcintyre,Samoa,6870,Stay,Shirts,Shirako,All In World,Face Painting,Murgh-Pulao
249,Davina Glass,Grenada,6871,Boisterous Throwback,Face Painting,Kofta-Kabab,Tum Jeeto Ya Haro,Shirts,Passion-Fruit
210,Bryn Dunn,Cape Verde,6919,All In World,Seats,Murgh-Pulao,All In World,Face Painting,Kofta-Kabab
191,Marianne Hernandez,Gabon,7014,Kala Jora,Face Painting,HotDog,Stay,Baja,Kofta-Kabab
67,Angelina Knox,Angola,7066,Boisterous Throwback,Face Painting,Passion-Fruit,Kala Jora,Flag,Biryani
76,Frances Galvan,Tuvalu,7122,Kala Jora,View,Fish,Stay,Baja,HotDog
2,Neil Nguyen,Cyprus,7190,Tum Jeeto Ya Haro,Seats,Fish,Stay,Seats,Murgh-Pulao
203,Leanne Serrano,Cameroon,7235,All In World,Seats,Biryani,Stay,Face Painting,Passion-Fruit
59,Andrew Ponce,Guyana,7294,All In World,Baja,Kofta-Kabab,Kala Jora,View,Fish
98,Tony Burch,Kazakhstan,7296,Stay,Baja,Passion-Fruit,Kala Jora,Foam-Hand,HotDog
109,Randy Hall,Pakistan,7416,The Time Has Come Again For Disco,Seats,Biryani,Kala Jora,Flag,Passion-Fruit
150,Joao Vincent,Saint Vincent & the Grenadines,7436,All In World,Seats,Dragon-Fruit,Kala Jora,Face Painting,HotDog
225,Kajus Harding,Tuvalu,7491,All In World,Flag,Shirako,Tum Jeeto Ya Haro,Foam-Hand,Shirako
101,Zack Odom,Cameroon,7571,The Time Has Come Again For Disco,Seats,Murgh-Pulao,The Time Has Come Again For Disco,Baja,Murgh-Pulao
72,Ines Meyers,Vietnam,7589,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm,Stay,Baja,Murgh-Pulao
215,Lennox Harvey,Algeria,7617,Time For Endless Adventures,Shirts,Dragon-Fruit,Boisterous Throwback,View,Fried-Silk-Worm
53,Lyla Andrews,Micronesia,7660,Kala Jora,Shirts,Murgh-Pulao,Boisterous Throwback,Foam-Hand,Kofta-Kabab
84,Sylvia Hall,Tonga,7674,Stay,View,Biryani,Stay,Seats,Fried-Silk-Worm
187,Sean Ochoa,Benin,7704,All In World,Shirts,Murgh-Pulao,All In World,View,Biryani
19,Tamara Tate,Switzerland,7731,Kala Jora,Flag,Shirako,Tum Jeeto Ya Haro,Foam-Hand,Fried-Silk-Worm
57,Mahir Romero,Netherlands,7740,The Time Has Come Again For Disco,Flag,Fried-Silk-Worm,The Time Has Come Again For Disco,Baja,Dragon-Fruit
151,Grayson Sawyer,Dominican Republic,7957,Time For Endless Adventures,Foam-Hand,Dragon-Fruit,Time For Endless Adventures,View,HotDog
224,Owain Levine,Guinea-Bissau,7960,Tum Jeeto Ya Haro,Seats,Dragon-Fruit,All In World,View,Fish
129,Filip Thompson,Montenegro,7978,Tum Jeeto Ya Haro,Shirts,HotDog,Stay,Shirts,Fried-Silk-Worm
122,Stuart Krueger,Poland,8017,Tum Jeeto Ya Haro,Baja,Kofta-Kabab,Boisterous Throwback,Shirts,Shirako
39,Ariana Sheppard,Myanmar,8059,All In World,Face Painting,Shirako,Tum Jeeto Ya Haro,View,Biryani
80,Mark Taylor,Djibouti,8066,Boisterous Throwback,Shirts,Kofta-Kabab,Tum Jeeto Ya Haro,Flag,HotDog
92,Bilal Larsen,Chile,8072,Boisterous Throwback,Seats,Kofta-Kabab,Stay,Seats,Passion-Fruit
95,Dylan Salazar,Myanmar,8107,Boisterous Throwback,Shirts,Biryani,All In World,Seats,Fried-Silk-Worm
52,Rafe White,Spain,8141,Tum Jeeto Ya Haro,Foam-Hand,Fried-Silk-Worm,Tum Jeeto Ya Haro,Foam-Hand,Kofta-Kabab
33,Martin May,Liberia,8188,Time For Endless Adventures,Flag,HotDog,All In World,Flag,HotDog
65,Jean Rush,Trinidad & Tobago,8313,The Time Has Come Again For Disco,Face Painting,Kofta-Kabab,Time For Endless Adventures,Shirts,Fried-Silk-Worm
77,Christina Webster,Slovakia,8421,Time For Endless Adventures,Shirts,Fried-Silk-Worm,Kala Jora,Shirts,Murgh-Pulao
102,Grace Barry,Kuwait,8447,The Time Has Come Again For Disco,Seats,Murgh-Pulao,Kala Jora,Baja,Fish
31,Fraser Mata,Barbados,8455,Tum Jeeto Ya Haro,Shirts,Dragon-Fruit,Tum Jeeto Ya Haro,Shirts,Fish
27,Fatima Valdez,Korea North,8591,The Time Has Come Again For Disco,View,Biryani,Time For Endless Adventures,Baja,Shirako
89,Katy Sullivan,Liechtenstein,8613,All In World,Shirts,Fried-Silk-Worm,Stay,Shirts,Fried-Silk-Worm
183,Rohan Carr,Dominica,8655,All In World,Flag,Fried-Silk-Worm,Time For Endless Adventures,Flag,Passion-Fruit
235,Hallie Kim,Tunisia,8665,All In World,Baja,Kofta-Kabab,Kala Jora,Foam-Hand,Biryani
162,Norman Nelson,Marshall Islands,8669,Kala Jora,Seats,HotDog,The Time Has Come Again For Disco,Baja,Kofta-Kabab
234,Elise Watkins,Saint Vincent & the Grenadines,8741,Boisterous Throwback,View,HotDog,Stay,Face Painting,Passion-Fruit
169,Mehmet Holmes,Azerbaijan,8742,Stay,Baja,Fried-Silk-Worm,Tum Jeeto Ya Haro,Seats,Biryani
37,Sydney Stein,Estonia,8761,The Time Has Come Again For Disco,Baja,Shirako,Boisterous Throwback,Flag,Fish
110,Melisa Murphy,Switzerland,8814,The Time Has Come Again For Disco,Seats,HotDog,Tum Jeeto Ya Haro,View,Dragon-Fruit
15,Lillian Cooper,Spain,8848,Time For Endless Adventures,View,Fish,The Time Has Come Again For Disco,Shirts,Fried-Silk-Worm
